subfolder,filename,n,m,T_star,Cmax,ratio,time_total,best_objective,best_type,best_gap,best_time
Instanciasde1000a1100,215.txt,200,10,20171,21174.0,1.049725,0.442,20182.0,1.0,6.0,300.0
Instanciasde1000a1100,216.txt,200,10,20189,21261.0,1.053098,0.353,20197.0,1.0,2.0,300.0
Instanciasde1000a1100,217.txt,200,10,20183,21242.0,1.05247,0.344,20191.0,1.0,3.77286,300.0
Instanciasde1000a1100,218.txt,200,10,20187,22170.0,1.098232,0.369,20195.0,1.0,3.90028,300.0
Instanciasde1000a1100,219.txt,200,10,20170,21196.0,1.050868,0.372,20177.0,1.0,2.17985,300.0
Instanciasde1000a1100,220.txt,200,10,20167,21169.0,1.049685,0.388,20179.0,1.0,8.0,300.0
Instanciasde1000a1100,221.txt,200,20,10048,11064.0,1.101115,0.792,10056.0,1.0,5.04697,300.0
Instanciasde1000a1100,222.txt,200,20,10046,11054.0,1.100338,0.788,10050.0,1.0,3.0,300.0
Instanciasde1000a1100,223.txt,200,20,10044,11057.0,1.100856,0.716,10050.0,1.0,5.0,300.0
Instanciasde1000a1100,224.txt,200,20,10048,11053.0,1.10002,0.829,10055.0,1.0,4.0,300.0
Instanciasde1000a1100,225.txt,200,20,10046,11060.0,1.100936,0.805,10052.0,1.0,5.0,300.0
Instanciasde1000a1100,226.txt,200,20,10047,11051.0,1.09993,0.729,10054.0,1.0,6.0,300.0
Instanciasde1000a1100,227.txt,200,20,10050,11062.0,1.100697,0.718,10058.0,1.0,6.68496,300.0
Instanciasde1000a1100,228.txt,200,20,10045,11045.0,1.099552,0.756,10051.0,1.0,5.0,300.0
Instanciasde1000a1100,229.txt,200,20,10048,11043.0,1.099025,0.715,10055.0,1.0,5.0,300.0
Instanciasde1000a1100,230.txt,200,20,10041,12025.0,1.19759,0.7,10048.0,1.0,5.0,300.0
Instanciasde1000a1100,231.txt,200,30,6688,8015.0,1.198415,1.322,7034.0,1.0,56.0,300.0
Instanciasde1000a1100,232.txt,200,30,6689,8012.0,1.197787,1.132,7025.0,1.0,64.0,300.0
Instanciasde1000a1100,233.txt,200,30,6685,7032.0,1.051907,1.399,7020.0,1.0,44.0,300.0
Instanciasde1000a1100,234.txt,200,30,6688,8035.0,1.201406,1.243,7032.0,1.0,55.0,300.0
Instanciasde1000a1100,235.txt,200,30,6689,8021.0,1.199133,1.552,7039.0,1.0,74.0,300.0
Instanciasde1000a1100,236.txt,200,30,6686,8022.0,1.199821,1.48,7019.0,1.0,39.0,300.0
Instanciasde1000a1100,237.txt,200,30,6688,7043.0,1.05308,1.409,7031.0,1.0,53.0,300.0
Instanciasde1000a1100,238.txt,200,30,6686,7030.0,1.051451,1.225,7020.0,1.0,61.0,300.0
Instanciasde1000a1100,239.txt,200,30,6688,8031.0,1.200807,1.301,7038.0,1.0,63.9019,300.0
Instanciasde1000a1100,240.txt,200,30,6687,8042.0,1.202632,1.342,7018.0,1.0,40.0,300.0
Instanciasde1000a1100,241.txt,200,40,5010,6020.0,1.201597,1.808,5016.0,1.0,5.0,300.0
Instanciasde1000a1100,242.txt,200,40,5011,7012.0,1.399321,1.837,5019.0,1.0,7.0,300.0
Instanciasde1000a1100,243.txt,200,40,5012,6013.0,1.199721,2.015,5018.0,1.0,3.0,300.0
Instanciasde1000a1100,244.txt,200,40,5013,6020.0,1.200878,1.806,5033.0,1.0,13.0,300.0
Instanciasde1000a1100,245.txt,200,40,5010,7010.0,1.399202,2.526,5014.0,1.0,3.0,300.0
Instanciasde1000a1100,246.txt,200,40,5012,6016.0,1.200319,1.596,5020.0,1.0,7.9917,300.0
Instanciasde1000a1100,247.txt,200,40,5013,6015.0,1.19988,2.715,5028.0,0.0,0.0,171.34
Instanciasde1000a1100,248.txt,200,40,5013,6024.0,1.201676,1.895,5018.0,1.0,5.0,300.0
Instanciasde1000a1100,249.txt,200,40,5011,7017.0,1.400319,1.836,5016.0,1.0,3.0,300.0
Instanciasde1000a1100,250.txt,200,40,5013,6019.0,1.200678,1.564,5017.0,0.0,0.0,38.7
Instanciasde1000a1100,251.txt,200,50,4007,5012.0,1.250811,2.907,4012.0,1.0,1.0,300.0
Instanciasde1000a1100,252.txt,200,50,4008,5010.0,1.25,2.981,4015.0,1.0,3.0,300.0
Instanciasde1000a1100,253.txt,200,50,4007,5008.0,1.249813,2.599,4015.0,1.0,6.0,300.0
Instanciasde1000a1100,254.txt,200,50,4007,5009.0,1.250062,3.119,4012.0,1.0,3.0,300.0
Instanciasde1000a1100,255.txt,200,50,4006,5010.0,1.250624,3.211,4014.0,1.0,4.02112,300.0
Instanciasde1000a1100,256.txt,200,50,4007,5013.0,1.251061,2.32,4013.0,1.0,1.0,300.0
Instanciasde1000a1100,257.txt,200,50,4007,5011.0,1.250562,2.986,4012.0,1.0,3.0,300.0
Instanciasde1000a1100,258.txt,200,50,4008,5047.0,1.259232,2.651,4012.0,1.0,4.0,300.0
Instanciasde1000a1100,259.txt,200,50,4007,5012.0,1.250811,3.221,4013.0,1.0,5.0,300.0
Instanciasde1000a1100,260.txt,200,50,4007,5012.0,1.250811,2.604,4015.0,1.0,6.0,300.0
Instanciasde1000a1100,511.txt,500,10,50423,51421.0,1.019793,1.563,50431.0,1.0,4.75518,300.0
Instanciasde1000a1100,512.txt,500,10,50432,51413.0,1.019452,1.31,50438.0,1.0,3.65931,300.0
Instanciasde1000a1100,513.txt,500,10,50431,51419.0,1.019591,1.698,50440.0,1.0,6.81115,300.0
Instanciasde1000a1100,514.txt,500,10,50463,52444.0,1.039256,1.573,50466.0,1.0,2.41628,300.0
Instanciasde1000a1100,515.txt,500,10,50410,51378.0,1.019203,1.708,50415.0,1.0,3.57293,300.0
Instanciasde1000a1100,516.txt,500,10,50449,51526.0,1.021348,1.683,50459.0,1.0,7.79721,300.0
Instanciasde1000a1100,517.txt,500,10,50408,52517.0,1.041839,1.509,50420.0,1.0,8.14674,300.0
Instanciasde1000a1100,518.txt,500,10,50400,51322.0,1.018294,1.675,50407.0,1.0,3.88471,300.0
Instanciasde1000a1100,519.txt,500,10,50429,52435.0,1.039779,1.579,50437.0,1.0,4.63082,300.0
Instanciasde1000a1100,520.txt,500,10,50436,51466.0,1.020422,1.553,50442.0,1.0,5.20435,300.0
Instanciasde1000a1100,521.txt,500,20,25106,27091.0,1.079065,3.18,25116.0,1.0,9.80506,300.0
Instanciasde1000a1100,522.txt,500,20,25106,26109.0,1.039951,3.158,25113.0,1.0,6.348,300.0
Instanciasde1000a1100,523.txt,500,20,25110,27125.0,1.080247,3.455,25116.0,1.0,6.0523,300.0
Instanciasde1000a1100,524.txt,500,20,25118,26138.0,1.040608,2.995,25126.0,1.0,8.30201,300.0
Instanciasde1000a1100,525.txt,500,20,25108,26110.0,1.039908,3.418,25115.0,1.0,6.70865,300.0
Instanciasde1000a1100,526.txt,500,20,25113,26116.0,1.039939,3.29,25121.0,1.0,8.34705,300.0
Instanciasde1000a1100,527.txt,500,20,25110,27125.0,1.080247,3.329,25115.0,1.0,5.2487,300.0
Instanciasde1000a1100,528.txt,500,20,25113,26119.0,1.040059,3.398,25120.0,1.0,7.24468,300.0
Instanciasde1000a1100,529.txt,500,20,25113,27120.0,1.079919,3.891,25121.0,1.0,8.01653,300.0
Instanciasde1000a1100,530.txt,500,20,25114,27139.0,1.080632,3.452,25120.0,1.0,5.23363,300.0
Instanciasde1000a1100,531.txt,500,30,16716,17091.0,1.022434,5.625,17041.0,1.0,167.819,300.0
Instanciasde1000a1100,532.txt,500,30,16717,17075.0,1.021415,4.744,17044.0,1.0,159.82,300.0
Instanciasde1000a1100,533.txt,500,30,16713,18047.0,1.079818,6.593,17043.0,1.0,168.91,300.0
Instanciasde1000a1100,534.txt,500,30,16717,17078.0,1.021595,7.2,17046.0,1.0,160.768,300.0
Instanciasde1000a1100,535.txt,500,30,16713,17083.0,1.022138,6.289,17046.0,1.0,138.015,300.0
Instanciasde1000a1100,536.txt,500,30,16717,18093.0,1.082311,7.026,17051.0,1.0,155.523,300.0
Instanciasde1000a1100,537.txt,500,30,16716,18066.0,1.080761,5.926,17047.0,1.0,155.012,300.0
Instanciasde1000a1100,538.txt,500,30,16715,17085.0,1.022136,6.814,17049.0,1.0,150.405,300.0
Instanciasde1000a1100,539.txt,500,30,16714,17076.0,1.021658,6.048,17044.0,1.0,150.634,300.0
Instanciasde1000a1100,540.txt,500,30,16714,17083.0,1.022077,6.897,17050.0,1.0,164.079,300.0
Instanciasde1000a1100,541.txt,500,40,12525,13040.0,1.041118,10.725,13018.0,1.0,389.825,300.0
Instanciasde1000a1100,542.txt,500,40,12528,13051.0,1.041746,10.43,13026.0,1.0,317.606,300.0
Instanciasde1000a1100,543.txt,500,40,12527,14051.0,1.121657,8.777,13024.0,1.0,364.38,300.0
Instanciasde1000a1100,544.txt,500,40,12527,14035.0,1.12038,7.597,13026.0,1.0,292.85,300.0
Instanciasde1000a1100,545.txt,500,40,12526,13050.0,1.041833,11.315,13024.0,1.0,303.528,300.0
Instanciasde1000a1100,546.txt,500,40,12528,14025.0,1.119492,6.529,13018.0,1.0,396.709,300.0
Instanciasde1000a1100,547.txt,500,40,12528,13046.0,1.041347,12.829,13022.0,1.0,283.773,300.0
Instanciasde1000a1100,548.txt,500,40,12526,14057.0,1.122226,10.471,13018.0,1.0,423.667,300.0
Instanciasde1000a1100,549.txt,500,40,12524,14029.0,1.120169,9.706,13020.0,1.0,310.272,300.0
Instanciasde1000a1100,550.txt,500,40,12526,13040.0,1.041035,10.196,13021.0,1.0,305.921,300.0
Instanciasde1000a1100,551.txt,500,50,10017,11031.0,1.101228,10.821,10024.0,1.0,6.94064,300.0
Instanciasde1000a1100,552.txt,500,50,10016,11019.0,1.10014,16.934,10025.0,1.0,4.01129,300.0
Instanciasde1000a1100,553.txt,500,50,10017,11027.0,1.100829,13.902,10024.0,1.0,7.55872,300.0
Instanciasde1000a1100,554.txt,500,50,10016,11018.0,1.10004,11.926,10020.0,1.0,1.0,300.0
Instanciasde1000a1100,555.txt,500,50,10015,12017.0,1.1999,12.641,10020.0,1.0,5.14438,300.0
Instanciasde1000a1100,556.txt,500,50,10017,11017.0,1.09983,10.376,10022.0,1.0,5.17227,300.0
Instanciasde1000a1100,557.txt,500,50,10017,11017.0,1.09983,10.061,10023.0,1.0,5.77619,300.0
Instanciasde1000a1100,558.txt,500,50,10016,12004.0,1.198482,9.137,10022.0,1.0,6.11716,300.0
Instanciasde1000a1100,559.txt,500,50,10016,11024.0,1.100639,13.746,10021.0,1.0,4.58516,300.0
Instanciasde1000a1100,560.txt,500,50,10018,11018.0,1.09982,20.016,10025.0,1.0,7.01409,300.0
JobsCorre,1011.txt,1000,10,5485,5561.0,1.013856,4.085,5485.0,0.0,0.0,3441.58
JobsCorre,1012.txt,1000,10,5291,5507.0,1.040824,3.828,5291.0,0.0,0.0,2543.42
JobsCorre,1013.txt,1000,10,5222,5283.0,1.011681,3.986,5223.0,1.0,1.0,300.0
JobsCorre,1014.txt,1000,10,5401,5459.0,1.010739,4.003,5401.0,0.0,0.0,1943.83
JobsCorre,1015.txt,1000,10,5257,5356.0,1.018832,3.592,5257.0,0.0,0.0,3988.52
JobsCorre,1016.txt,1000,10,5339,5414.0,1.014048,4.109,5339.0,0.0,0.0,236.19
JobsCorre,1017.txt,1000,10,5207,5347.0,1.026887,4.096,5208.0,1.0,1.0,300.0
JobsCorre,1018.txt,1000,10,5335,5408.0,1.013683,3.641,5336.0,1.0,1.0,300.0
JobsCorre,1019.txt,1000,10,5236,5325.0,1.016998,3.606,5237.0,1.0,1.0,300.0
JobsCorre,1020.txt,1000,10,5146,5277.0,1.025457,3.643,5146.0,0.0,0.0,5515.55
JobsCorre,1021.txt,1000,20,2601,2695.0,1.03614,8.625,2604.0,1.0,3.0,300.0
JobsCorre,1022.txt,1000,20,2578,2650.0,1.027929,7.765,2581.0,1.0,3.0,300.0
JobsCorre,1023.txt,1000,20,2521,2628.0,1.042443,8.765,2523.0,1.0,2.0,300.0
JobsCorre,1024.txt,1000,20,2619,2691.0,1.027491,8.843,2622.0,1.0,3.0,300.0
JobsCorre,1025.txt,1000,20,2553,2637.0,1.032902,7.58,2555.0,1.0,2.0,300.0
JobsCorre,1026.txt,1000,20,2604,2672.0,1.026114,8.733,2608.0,1.0,4.0,300.0
JobsCorre,1027.txt,1000,20,2656,2728.0,1.027108,9.189,2659.0,1.0,3.0,300.0
JobsCorre,1028.txt,1000,20,2574,2694.0,1.04662,7.992,2577.0,1.0,3.0,300.0
JobsCorre,1029.txt,1000,20,2612,2695.0,1.031776,8.254,2615.0,1.0,3.0,300.0
JobsCorre,1030.txt,1000,20,2532,2647.0,1.045419,8.342,2535.0,1.0,3.0,300.0
JobsCorre,1031.txt,1000,30,1730,1896.0,1.095954,13.56,1734.0,1.0,4.0,300.0
JobsCorre,1032.txt,1000,30,1740,1899.0,1.091379,12.12,1744.0,1.0,4.0,300.0
JobsCorre,1033.txt,1000,30,1690,1814.0,1.073373,13.125,1695.0,1.0,5.0,300.0
JobsCorre,1034.txt,1000,30,1730,1826.0,1.055491,15.098,1735.0,1.0,5.0,300.0
JobsCorre,1035.txt,1000,30,1707,1769.0,1.036321,13.06,1712.0,1.0,5.0,300.0
JobsCorre,1036.txt,1000,30,1702,1760.0,1.034078,14.384,1707.0,1.0,5.0,300.0
JobsCorre,1037.txt,1000,30,1693,1763.0,1.041347,13.998,1697.0,1.0,4.0,300.0
JobsCorre,1038.txt,1000,30,1756,1915.0,1.090547,16.159,1761.0,1.0,5.0,300.0
JobsCorre,1039.txt,1000,30,1712,1838.0,1.073598,15.29,1717.0,1.0,5.0,300.0
JobsCorre,1040.txt,1000,30,1710,1814.0,1.060819,12.768,1715.0,1.0,5.0,300.0
JobsCorre,1041.txt,1000,40,1326,1418.0,1.069382,19.921,1332.0,1.0,6.0,300.0
JobsCorre,1042.txt,1000,40,1330,1557.0,1.170677,20.723,1336.0,1.0,6.0,300.0
JobsCorre,1043.txt,1000,40,1255,1382.0,1.101195,19.84,1261.0,1.0,6.0,300.0
JobsCorre,1044.txt,1000,40,1328,1402.0,1.055723,18.097,1334.0,1.0,6.0,300.0
JobsCorre,1045.txt,1000,40,1263,1386.0,1.097387,20.141,1269.0,1.0,6.0,300.0
JobsCorre,1046.txt,1000,40,1243,1337.0,1.075623,18.271,1248.0,1.0,5.0,300.0
JobsCorre,1047.txt,1000,40,1310,1386.0,1.058015,21.18,1316.0,1.0,6.0,300.0
JobsCorre,1048.txt,1000,40,1312,1388.0,1.057927,18.204,1318.0,1.0,6.0,300.0
JobsCorre,1049.txt,1000,40,1309,1371.0,1.047364,18.728,1314.0,1.0,5.0,300.0
JobsCorre,1050.txt,1000,40,1283,1356.0,1.056898,18.198,1288.0,1.0,5.0,300.0
JobsCorre,1051.txt,1000,50,1016,1095.0,1.077756,22.947,1024.0,1.0,8.0,300.0
JobsCorre,1052.txt,1000,50,1026,1132.0,1.103314,25.387,1032.0,1.0,6.0,300.0
JobsCorre,1053.txt,1000,50,1025,1164.0,1.13561,27.453,1032.0,1.0,7.0,300.0
JobsCorre,1054.txt,1000,50,996,1116.0,1.120482,24.923,1002.0,1.0,6.0,300.0
JobsCorre,1055.txt,1000,50,1012,1120.0,1.106719,22.54,1019.0,1.0,7.0,300.0
JobsCorre,1056.txt,1000,50,1018,1102.0,1.082515,24.563,1025.0,1.0,7.0,300.0
JobsCorre,1057.txt,1000,50,1056,1119.0,1.059659,27.41,1063.0,1.0,7.0,300.0
JobsCorre,1058.txt,1000,50,1023,1153.0,1.127077,27.76,1029.0,1.0,6.0,300.0
JobsCorre,1059.txt,1000,50,1041,1116.0,1.072046,26.208,1050.0,1.0,9.0,300.0
JobsCorre,1060.txt,1000,50,1025,1134.0,1.106341,20.764,1031.0,1.0,6.0,300.0
JobsCorre,111.txt,100,10,502,605.0,1.205179,0.135,505.0,1.0,2.0,300.0
JobsCorre,112.txt,100,10,513,593.0,1.155945,0.092,516.0,1.0,2.0,300.0
JobsCorre,113.txt,100,10,551,622.0,1.128857,0.222,554.0,1.0,2.0,300.0
JobsCorre,114.txt,100,10,549,624.0,1.136612,0.088,553.0,1.0,3.0,300.0
JobsCorre,115.txt,100,10,559,648.0,1.159213,0.092,562.0,1.0,2.0,300.0
JobsCorre,116.txt,100,10,506,610.0,1.205534,0.104,508.0,1.0,1.0,300.0
JobsCorre,117.txt,100,10,503,579.0,1.151093,0.089,506.0,1.0,2.0,300.0
JobsCorre,118.txt,100,10,506,581.0,1.148221,0.107,508.0,1.0,1.0,300.0
JobsCorre,119.txt,100,10,527,626.0,1.187856,0.169,529.0,1.0,2.0,300.0
JobsCorre,120.txt,100,10,488,557.0,1.141393,0.098,490.0,1.0,1.0,300.0
JobsCorre,121.txt,100,20,254,320.0,1.259843,0.213,258.0,1.0,3.0,300.0
JobsCorre,122.txt,100,20,254,331.0,1.30315,0.242,258.0,1.0,4.0,300.0
JobsCorre,123.txt,100,20,267,331.0,1.2397,0.188,272.0,1.0,4.0,300.0
JobsCorre,124.txt,100,20,287,364.0,1.268293,0.206,292.0,1.0,4.0,300.0
JobsCorre,125.txt,100,20,282,416.0,1.475177,0.19,287.0,1.0,5.0,300.0
JobsCorre,126.txt,100,20,260,330.0,1.269231,0.174,263.0,1.0,3.0,300.0
JobsCorre,127.txt,100,20,267,345.0,1.292135,0.186,272.0,1.0,4.0,300.0
JobsCorre,128.txt,100,20,282,347.0,1.230496,0.178,286.0,1.0,4.0,300.0
JobsCorre,129.txt,100,20,268,334.0,1.246269,0.164,272.0,1.0,4.0,300.0
JobsCorre,130.txt,100,20,230,285.0,1.23913,0.149,234.0,1.0,4.0,300.0
JobsCorre,131.txt,100,30,172,235.0,1.366279,0.364,179.0,1.0,6.0,300.0
JobsCorre,132.txt,100,30,169,247.0,1.461538,0.365,176.0,1.0,6.0,300.0
JobsCorre,133.txt,100,30,178,268.0,1.505618,0.263,184.0,1.0,5.0,300.0
JobsCorre,134.txt,100,30,168,247.0,1.470238,0.281,175.0,1.0,6.0,300.0
JobsCorre,135.txt,100,30,165,220.0,1.333333,0.227,170.0,1.0,5.0,300.0
JobsCorre,136.txt,100,30,160,227.0,1.41875,0.248,165.0,1.0,5.0,300.0
JobsCorre,137.txt,100,30,168,263.0,1.565476,0.303,173.0,1.0,5.0,300.0
JobsCorre,138.txt,100,30,165,249.0,1.509091,0.303,171.0,1.0,5.0,300.0
JobsCorre,139.txt,100,30,180,269.0,1.494444,0.414,187.0,1.0,6.0,300.0
JobsCorre,140.txt,100,30,175,256.0,1.462857,0.389,182.0,1.0,6.0,300.0
JobsCorre,141.txt,100,40,138,224.0,1.623188,0.441,147.0,1.0,8.0,300.0
JobsCorre,142.txt,100,40,124,192.0,1.548387,0.442,132.0,1.0,7.0,300.0
JobsCorre,143.txt,100,40,146,225.0,1.541096,0.415,153.0,1.0,6.0,300.0
JobsCorre,144.txt,100,40,135,211.0,1.562963,0.373,142.0,1.0,6.0,300.0
JobsCorre,145.txt,100,40,135,205.0,1.518519,0.426,142.0,1.0,6.0,300.0
JobsCorre,146.txt,100,40,136,214.0,1.573529,0.383,144.0,1.0,8.0,300.0
JobsCorre,147.txt,100,40,119,210.0,1.764706,0.428,126.0,1.0,7.0,300.0
JobsCorre,148.txt,100,40,133,209.0,1.571429,0.369,140.0,1.0,7.0,300.0
JobsCorre,149.txt,100,40,120,215.0,1.791667,0.413,128.0,1.0,7.0,300.0
JobsCorre,150.txt,100,40,129,219.0,1.697674,0.443,135.0,1.0,6.0,300.0
JobsCorre,151.txt,100,50,101,199.0,1.970297,0.415,104.0,1.0,3.0,300.0
JobsCorre,152.txt,100,50,106,192.0,1.811321,0.504,113.0,1.0,6.0,300.0
JobsCorre,153.txt,100,50,108,195.0,1.805556,0.537,118.0,1.0,10.0,300.0
JobsCorre,154.txt,100,50,105,179.0,1.704762,0.536,116.0,1.0,10.0,300.0
JobsCorre,155.txt,100,50,100,183.0,1.83,0.4,105.0,1.0,5.0,300.0
JobsCorre,156.txt,100,50,107,200.0,1.869159,0.739,115.0,1.0,7.0,300.0
JobsCorre,157.txt,100,50,116,200.0,1.724138,0.735,127.0,1.0,11.0,300.0
JobsCorre,158.txt,100,50,105,197.0,1.87619,0.633,116.0,1.0,10.0,300.0
JobsCorre,159.txt,100,50,101,187.0,1.851485,0.418,109.0,1.0,8.0,300.0
JobsCorre,160.txt,100,50,101,194.0,1.920792,0.321,106.0,1.0,5.0,300.0
JobsCorre,211.txt,200,10,1119,1215.0,1.085791,0.266,1121.0,1.0,2.0,300.0
JobsCorre,212.txt,200,10,1062,1137.0,1.070621,0.233,1063.0,1.0,1.0,300.0
JobsCorre,213.txt,200,10,1093,1331.0,1.217749,0.247,1095.0,1.0,2.0,300.0
JobsCorre,214.txt,200,10,1098,1240.0,1.129326,0.257,1100.0,1.0,1.0,300.0
JobsCorre,215.txt,200,10,1013,1090.0,1.076012,0.338,1014.0,1.0,1.0,300.0
JobsCorre,216.txt,200,10,1069,1166.0,1.090739,0.257,1071.0,1.0,2.0,300.0
JobsCorre,217.txt,200,10,969,1098.0,1.133127,0.321,970.0,1.0,1.0,300.0
JobsCorre,218.txt,200,10,1102,1168.0,1.059891,0.295,1104.0,1.0,2.0,300.0
JobsCorre,219.txt,200,10,1037,1187.0,1.144648,0.237,1039.0,1.0,2.0,300.0
JobsCorre,220.txt,200,10,1084,1139.0,1.050738,0.26,1087.0,1.0,2.0,300.0
JobsCorre,221.txt,200,20,511,586.0,1.146771,0.468,515.0,1.0,3.0,300.0
JobsCorre,222.txt,200,20,515,616.0,1.196117,0.471,518.0,1.0,3.0,300.0
JobsCorre,223.txt,200,20,555,640.0,1.153153,0.545,560.0,1.0,5.0,300.0
JobsCorre,224.txt,200,20,566,652.0,1.151943,0.593,569.0,1.0,3.0,300.0
JobsCorre,225.txt,200,20,556,643.0,1.156475,0.456,560.0,1.0,4.0,300.0
JobsCorre,226.txt,200,20,532,590.0,1.109023,0.528,534.0,1.0,2.0,300.0
JobsCorre,227.txt,200,20,507,618.0,1.218935,0.43,510.0,1.0,3.0,300.0
JobsCorre,228.txt,200,20,522,615.0,1.178161,0.56,525.0,1.0,3.0,300.0
JobsCorre,229.txt,200,20,498,649.0,1.303213,0.503,502.0,1.0,3.0,300.0
JobsCorre,230.txt,200,20,521,598.0,1.147793,0.493,524.0,1.0,3.0,300.0
JobsCorre,231.txt,200,30,348,494.0,1.41954,0.711,353.0,1.0,5.0,300.0
JobsCorre,232.txt,200,30,351,436.0,1.242165,0.766,355.0,1.0,4.0,300.0
JobsCorre,233.txt,200,30,333,405.0,1.216216,0.718,337.0,1.0,4.0,300.0
JobsCorre,234.txt,200,30,351,503.0,1.433048,0.728,357.0,1.0,5.0,300.0
JobsCorre,235.txt,200,30,315,461.0,1.463492,0.784,320.0,1.0,5.0,300.0
JobsCorre,236.txt,200,30,344,408.0,1.186047,1.017,348.0,1.0,4.0,300.0
JobsCorre,237.txt,200,30,354,447.0,1.262712,0.92,360.0,1.0,6.0,300.0
JobsCorre,238.txt,200,30,354,419.0,1.183616,0.878,358.0,1.0,4.0,300.0
JobsCorre,239.txt,200,30,342,433.0,1.266082,0.79,348.0,1.0,5.0,300.0
JobsCorre,240.txt,200,30,338,488.0,1.443787,0.799,341.0,1.0,3.0,300.0
JobsCorre,241.txt,200,40,246,327.0,1.329268,1.245,251.0,1.0,5.0,300.0
JobsCorre,242.txt,200,40,256,362.0,1.414062,0.992,262.0,1.0,6.0,300.0
JobsCorre,243.txt,200,40,253,373.0,1.474308,0.927,258.0,1.0,5.0,300.0
JobsCorre,244.txt,200,40,262,462.0,1.763359,0.94,267.0,1.0,5.0,300.0
JobsCorre,245.txt,200,40,259,348.0,1.343629,1.246,264.0,1.0,5.0,300.0
JobsCorre,246.txt,200,40,259,350.0,1.351351,0.964,266.0,1.0,7.0,300.0
JobsCorre,247.txt,200,40,263,342.0,1.30038,0.922,272.0,1.0,9.0,300.0
JobsCorre,248.txt,200,40,241,318.0,1.319502,1.07,251.0,1.0,10.0,300.0
JobsCorre,249.txt,200,40,252,339.0,1.345238,1.009,259.0,1.0,7.0,300.0
JobsCorre,250.txt,200,40,236,320.0,1.355932,0.95,242.0,1.0,6.0,300.0
JobsCorre,251.txt,200,50,219,295.0,1.347032,1.222,225.0,1.0,6.0,300.0
JobsCorre,252.txt,200,50,206,282.0,1.368932,1.225,213.0,1.0,7.0,300.0
JobsCorre,253.txt,200,50,212,307.0,1.448113,1.417,218.0,1.0,6.0,300.0
JobsCorre,254.txt,200,50,207,284.0,1.371981,1.469,214.0,1.0,7.0,300.0
JobsCorre,255.txt,200,50,196,268.0,1.367347,1.412,203.0,1.0,7.0,300.0
JobsCorre,256.txt,200,50,188,252.0,1.340426,1.374,194.0,1.0,6.0,300.0
JobsCorre,257.txt,200,50,218,295.0,1.353211,1.446,225.0,1.0,7.0,300.0
JobsCorre,258.txt,200,50,201,282.0,1.402985,1.51,208.0,1.0,7.0,300.0
JobsCorre,259.txt,200,50,199,270.0,1.356784,1.242,205.0,1.0,6.0,300.0
JobsCorre,260.txt,200,50,217,293.0,1.35023,1.54,228.0,1.0,11.0,300.0
JobsCorre,511.txt,500,10,2600,2772.0,1.066154,1.105,2602.0,1.0,2.0,300.0
JobsCorre,512.txt,500,10,2642,2724.0,1.031037,1.128,2643.0,1.0,1.0,300.0
JobsCorre,513.txt,500,10,2679,2834.0,1.057857,1.033,2680.0,1.0,1.0,300.0
JobsCorre,514.txt,500,10,2752,2876.0,1.045058,1.216,2753.0,1.0,1.0,300.0
JobsCorre,515.txt,500,10,2596,2744.0,1.057011,1.061,2597.0,1.0,1.0,300.0
JobsCorre,516.txt,500,10,2611,2656.0,1.017235,1.067,2612.0,1.0,1.0,300.0
JobsCorre,517.txt,500,10,2521,2589.0,1.026973,1.287,2522.0,1.0,1.0,300.0
JobsCorre,518.txt,500,10,2638,2715.0,1.029189,1.025,2639.0,1.0,1.0,300.0
JobsCorre,519.txt,500,10,2710,2972.0,1.096679,1.057,2711.0,1.0,1.0,300.0
JobsCorre,520.txt,500,10,2630,2802.0,1.065399,0.966,2631.0,1.0,1.0,300.0
JobsCorre,521.txt,500,20,1272,1341.0,1.054245,2.304,1274.0,1.0,2.0,300.0
JobsCorre,522.txt,500,20,1293,1391.0,1.075793,2.468,1296.0,1.0,3.0,300.0
JobsCorre,523.txt,500,20,1319,1390.0,1.053829,2.475,1323.0,1.0,3.0,300.0
JobsCorre,524.txt,500,20,1353,1424.0,1.052476,2.686,1358.0,1.0,5.0,300.0
JobsCorre,525.txt,500,20,1327,1470.0,1.107762,2.498,1330.0,1.0,3.0,300.0
JobsCorre,526.txt,500,20,1283,1362.0,1.061574,2.47,1286.0,1.0,3.0,300.0
JobsCorre,527.txt,500,20,1333,1407.0,1.055514,2.466,1336.0,1.0,3.0,300.0
JobsCorre,528.txt,500,20,1290,1363.0,1.056589,2.322,1293.0,1.0,3.0,300.0
JobsCorre,529.txt,500,20,1276,1350.0,1.057994,2.375,1278.0,1.0,2.0,300.0
JobsCorre,530.txt,500,20,1281,1358.0,1.060109,2.147,1284.0,1.0,3.0,300.0
JobsCorre,531.txt,500,30,885,964.0,1.089266,3.852,889.0,1.0,4.0,300.0
JobsCorre,532.txt,500,30,834,930.0,1.115108,3.664,838.0,1.0,4.0,300.0
JobsCorre,533.txt,500,30,862,983.0,1.140371,3.638,867.0,1.0,5.0,300.0
JobsCorre,534.txt,500,30,855,938.0,1.097076,4.09,860.0,1.0,5.0,300.0
JobsCorre,535.txt,500,30,892,1110.0,1.244395,3.625,898.0,1.0,6.0,300.0
JobsCorre,536.txt,500,30,879,949.0,1.079636,3.792,885.0,1.0,6.0,300.0
