subfolder,filename,n,m,T_star,Cmax,ratio,time_total,best_objective,best_type,best_gap,best_time
JobsCorre,537.txt,500,30,841,1007.0,1.197384,3.876,844.0,1.0,3.0,300.0
JobsCorre,538.txt,500,30,834,914.0,1.095923,3.911,839.0,1.0,5.0,300.0
JobsCorre,539.txt,500,30,862,929.0,1.077726,4.069,865.0,1.0,3.0,300.0
JobsCorre,540.txt,500,30,865,939.0,1.085549,4.076,869.0,1.0,4.0,300.0
JobsCorre,541.txt,500,40,655,727.0,1.109924,5.057,661.0,1.0,6.0,300.0
JobsCorre,542.txt,500,40,654,722.0,1.103976,4.813,660.0,1.0,6.0,300.0
JobsCorre,543.txt,500,40,636,782.0,1.22956,5.604,643.0,1.0,7.0,300.0
JobsCorre,544.txt,500,40,647,727.0,1.123648,4.842,655.0,1.0,8.0,300.0
JobsCorre,545.txt,500,40,673,791.0,1.175334,4.627,679.0,1.0,6.0,300.0
JobsCorre,546.txt,500,40,647,717.0,1.108192,4.756,652.0,1.0,5.0,300.0
JobsCorre,547.txt,500,40,664,756.0,1.138554,5.008,670.0,1.0,6.0,300.0
JobsCorre,548.txt,500,40,636,724.0,1.138365,5.029,641.0,1.0,5.0,300.0
JobsCorre,549.txt,500,40,623,705.0,1.131621,5.146,629.0,1.0,6.0,300.0
JobsCorre,550.txt,500,40,617,687.0,1.113452,4.62,623.0,1.0,6.0,300.0
JobsCorre,551.txt,500,50,504,590.0,1.170635,6.708,511.0,1.0,7.0,300.0
JobsCorre,552.txt,500,50,524,678.0,1.293893,6.432,533.0,1.0,9.0,300.0
JobsCorre,553.txt,500,50,519,621.0,1.196532,5.859,527.0,1.0,8.0,300.0
JobsCorre,554.txt,500,50,512,608.0,1.1875,5.901,520.0,1.0,8.0,300.0
JobsCorre,555.txt,500,50,531,650.0,1.224105,6.401,540.0,1.0,9.0,300.0
JobsCorre,556.txt,500,50,520,619.0,1.190385,5.703,528.0,1.0,8.0,300.0
JobsCorre,557.txt,500,50,510,594.0,1.164706,6.77,518.0,1.0,8.0,300.0
JobsCorre,558.txt,500,50,529,613.0,1.15879,5.705,536.0,1.0,7.0,300.0
JobsCorre,559.txt,500,50,526,630.0,1.197719,5.283,532.0,1.0,6.0,300.0
JobsCorre,560.txt,500,50,516,587.0,1.137597,5.333,521.0,1.0,5.0,300.0
MaqCorre,1011.txt,1000,10,2544,2687.0,1.056211,3.765,2546.0,1.0,1.0,300.0
MaqCorre,1012.txt,1000,10,3534,3578.0,1.01245,3.462,3537.0,1.0,2.0,300.0
MaqCorre,1013.txt,1000,10,2037,2124.0,1.04271,2.625,2040.0,1.0,2.0,300.0
MaqCorre,1014.txt,1000,10,4306,4386.0,1.018579,2.881,4313.0,1.0,6.0,300.0
MaqCorre,1015.txt,1000,10,2644,2709.0,1.024584,3.33,2649.0,1.0,4.0,300.0
MaqCorre,1016.txt,1000,10,6281,6319.0,1.00605,3.75,6286.0,1.0,3.0,300.0
MaqCorre,1017.txt,1000,10,3574,3651.0,1.021544,3.573,3582.0,1.0,7.0,300.0
MaqCorre,1018.txt,1000,10,2819,2863.0,1.015608,2.248,2822.0,1.0,2.0,300.0
MaqCorre,1019.txt,1000,10,3036,3150.0,1.037549,2.912,3037.0,1.0,1.0,300.0
MaqCorre,1020.txt,1000,10,5670,6087.0,1.073545,3.97,5672.0,1.0,2.0,300.0
MaqCorre,1021.txt,1000,20,1036,1072.0,1.034749,5.945,1045.0,1.0,4.0,300.0
MaqCorre,1022.txt,1000,20,982,1036.0,1.05499,6.865,985.0,1.0,1.0,300.0
MaqCorre,1023.txt,1000,20,2034,2110.0,1.037365,6.188,2044.0,1.0,8.0,300.0
MaqCorre,1024.txt,1000,20,1048,1099.0,1.048664,7.182,1051.0,1.0,2.0,300.0
MaqCorre,1025.txt,1000,20,1670,1757.0,1.052096,6.939,1682.0,1.0,10.0,300.0
MaqCorre,1026.txt,1000,20,1266,1329.0,1.049763,7.03,1274.0,1.0,5.0,300.0
MaqCorre,1027.txt,1000,20,856,880.0,1.028037,6.039,858.0,1.0,2.0,300.0
MaqCorre,1028.txt,1000,20,1226,1265.0,1.031811,6.405,1237.0,1.0,6.0,300.0
MaqCorre,1029.txt,1000,20,2567,2835.0,1.104402,8.394,2582.0,1.0,11.0,300.0
MaqCorre,1030.txt,1000,20,1230,1265.0,1.028455,7.663,1235.0,1.0,1.0,300.0
MaqCorre,1031.txt,1000,30,1254,1359.0,1.083732,13.055,1265.0,1.0,2.0,300.0
MaqCorre,1032.txt,1000,30,894,984.0,1.100671,11.365,901.0,1.0,3.0,300.0
MaqCorre,1033.txt,1000,30,744,790.0,1.061828,10.113,752.0,1.0,1.0,300.0
MaqCorre,1034.txt,1000,30,1185,1249.0,1.054008,11.529,1197.0,1.0,7.0,300.0
MaqCorre,1035.txt,1000,30,998,1052.0,1.054108,13.24,1004.0,1.0,3.0,300.0
MaqCorre,1036.txt,1000,30,715,792.0,1.107692,11.939,721.0,1.0,1.0,300.0
MaqCorre,1037.txt,1000,30,667,705.0,1.056972,11.737,674.0,1.0,2.0,300.0
MaqCorre,1038.txt,1000,30,941,1025.0,1.089267,11.872,952.0,1.0,3.0,300.0
MaqCorre,1039.txt,1000,30,525,580.0,1.104762,7.809,530.0,0.0,0.0,498.17
MaqCorre,1040.txt,1000,30,777,875.0,1.126126,14.506,786.0,1.0,2.0,300.0
MaqCorre,1041.txt,1000,40,749,820.0,1.094793,18.805,760.0,1.0,2.0,300.0
MaqCorre,1042.txt,1000,40,814,888.0,1.090909,17.726,830.0,1.0,3.0,300.0
MaqCorre,1043.txt,1000,40,864,944.0,1.092593,18.367,880.0,0.0,0.0,896.92
MaqCorre,1044.txt,1000,40,608,682.0,1.121711,17.926,616.0,1.0,1.0,300.0
MaqCorre,1045.txt,1000,40,646,717.0,1.109907,19.935,660.0,0.0,0.0,3056.44
MaqCorre,1046.txt,1000,40,552,612.0,1.108696,14.454,561.0,1.0,1.0,300.0
MaqCorre,1047.txt,1000,40,841,917.0,1.090369,20.314,855.0,1.0,4.0,300.0
MaqCorre,1048.txt,1000,40,586,650.0,1.109215,17.262,595.0,1.0,2.0,300.0
MaqCorre,1049.txt,1000,40,929,1016.0,1.093649,18.342,945.0,1.0,3.0,300.0
MaqCorre,1050.txt,1000,40,569,647.0,1.137083,15.816,580.0,0.0,0.0,1184.86
MaqCorre,1051.txt,1000,50,823,912.0,1.108141,24.936,840.0,0.0,0.0,305.42
MaqCorre,1052.txt,1000,50,524,592.0,1.129771,20.979,536.0,1.0,1.0,300.0
MaqCorre,1053.txt,1000,50,503,568.0,1.129225,20.526,514.0,1.0,1.0,300.0
MaqCorre,1054.txt,1000,50,701,768.0,1.095578,25.444,719.0,1.0,3.0,300.0
MaqCorre,1055.txt,1000,50,377,463.0,1.228117,17.989,385.0,0.0,0.0,3119.19
MaqCorre,1056.txt,1000,50,383,454.0,1.185379,15.938,393.0,0.0,0.0,172.56
MaqCorre,1057.txt,1000,50,372,452.0,1.215054,16.384,380.0,1.0,1.0,300.0
MaqCorre,1058.txt,1000,50,461,527.0,1.143167,22.529,470.0,0.0,0.0,3874.78
MaqCorre,1059.txt,1000,50,496,590.0,1.189516,19.8,507.0,1.0,1.0,300.0
MaqCorre,1060.txt,1000,50,559,617.0,1.103757,24.232,570.0,0.0,0.0,172.34
MaqCorre,111.txt,100,10,433,619.0,1.429561,0.113,443.0,0.0,0.0,12.61
MaqCorre,112.txt,100,10,407,476.0,1.169533,0.107,425.0,0.0,0.0,3.53
MaqCorre,113.txt,100,10,286,318.0,1.111888,0.096,300.0,0.0,0.0,4.55
MaqCorre,114.txt,100,10,345,465.0,1.347826,0.106,356.0,0.0,0.0,4.13
MaqCorre,115.txt,100,10,320,364.0,1.1375,0.094,326.0,0.0,0.0,5.17
MaqCorre,116.txt,100,10,158,189.0,1.196203,0.125,164.0,0.0,0.0,2.3
MaqCorre,117.txt,100,10,498,583.0,1.170683,0.113,514.0,0.0,0.0,41.47
MaqCorre,118.txt,100,10,256,290.0,1.132812,0.218,266.0,0.0,0.0,2.16
MaqCorre,119.txt,100,10,351,403.0,1.148148,0.099,359.0,0.0,0.0,3.58
MaqCorre,120.txt,100,10,299,330.0,1.103679,0.091,314.0,0.0,0.0,3.73
MaqCorre,121.txt,100,20,100,183.0,1.83,0.227,106.0,0.0,0.0,4.89
MaqCorre,122.txt,100,20,131,185.0,1.412214,0.193,143.0,0.0,0.0,6.27
MaqCorre,123.txt,100,20,112,154.0,1.375,0.283,120.0,0.0,0.0,1.08
MaqCorre,124.txt,100,20,82,119.0,1.45122,0.185,85.0,0.0,0.0,7.27
MaqCorre,125.txt,100,20,162,200.0,1.234568,0.183,176.0,0.0,0.0,4.0
MaqCorre,126.txt,100,20,97,188.0,1.938144,0.188,102.0,0.0,0.0,3.89
MaqCorre,127.txt,100,20,205,294.0,1.434146,0.16,221.0,0.0,0.0,8.22
MaqCorre,128.txt,100,20,147,197.0,1.340136,0.17,157.0,0.0,0.0,8.63
MaqCorre,129.txt,100,20,111,203.0,1.828829,0.221,122.0,1.0,2.0,300.0
MaqCorre,130.txt,100,20,196,276.0,1.408163,0.172,208.0,0.0,0.0,4.42
MaqCorre,131.txt,100,30,72,135.0,1.875,0.242,78.0,0.0,0.0,5.39
MaqCorre,132.txt,100,30,90,156.0,1.733333,0.29,98.0,0.0,0.0,26.81
MaqCorre,133.txt,100,30,90,177.0,1.966667,0.322,101.0,0.0,0.0,11.19
MaqCorre,134.txt,100,30,117,196.0,1.675214,0.284,132.0,0.0,0.0,7.06
MaqCorre,135.txt,100,30,71,120.0,1.690141,0.243,76.0,0.0,0.0,4.33
MaqCorre,136.txt,100,30,115,169.0,1.469565,0.291,132.0,1.0,1.0,300.0
MaqCorre,137.txt,100,30,122,199.0,1.631148,0.297,142.0,0.0,0.0,6.72
MaqCorre,138.txt,100,30,108,183.0,1.694444,0.272,122.0,0.0,0.0,7.06
MaqCorre,139.txt,100,30,99,196.0,1.979798,0.32,112.0,0.0,0.0,12.75
MaqCorre,140.txt,100,30,107,187.0,1.747664,0.346,122.0,0.0,0.0,7.83
MaqCorre,141.txt,100,40,64,105.0,1.640625,0.406,67.0,0.0,0.0,2.67
MaqCorre,142.txt,100,40,66,127.0,1.924242,0.339,73.0,0.0,0.0,5.42
MaqCorre,143.txt,100,40,68,89.0,1.308824,0.327,75.0,0.0,0.0,2.64
MaqCorre,144.txt,100,40,99,186.0,1.878788,0.435,111.0,0.0,0.0,8.17
MaqCorre,145.txt,100,40,86,168.0,1.953488,0.396,95.0,0.0,0.0,16.81
MaqCorre,146.txt,100,40,80,138.0,1.725,0.399,88.0,0.0,0.0,1.42
MaqCorre,147.txt,100,40,66,91.0,1.378788,0.343,73.0,0.0,0.0,5.33
MaqCorre,148.txt,100,40,68,134.0,1.970588,0.295,72.0,0.0,0.0,3.36
MaqCorre,149.txt,100,40,89,170.0,1.910112,0.43,98.0,0.0,0.0,5.97
MaqCorre,150.txt,100,40,78,149.0,1.910256,0.334,87.0,1.0,1.0,300.0
MaqCorre,151.txt,100,50,72,140.0,1.944444,0.509,77.0,0.0,0.0,14.81
MaqCorre,152.txt,100,50,61,100.0,1.639344,0.341,66.0,0.0,0.0,6.5
MaqCorre,153.txt,100,50,56,111.0,1.982143,0.36,62.0,0.0,0.0,1.08
MaqCorre,154.txt,100,50,72,123.0,1.708333,0.383,79.0,0.0,0.0,7.13
MaqCorre,155.txt,100,50,64,114.0,1.78125,0.398,74.0,0.0,0.0,9.45
MaqCorre,156.txt,100,50,60,119.0,1.983333,0.356,66.0,0.0,0.0,23.22
MaqCorre,157.txt,100,50,68,131.0,1.926471,0.58,74.0,0.0,0.0,39.16
MaqCorre,158.txt,100,50,68,134.0,1.970588,0.445,78.0,0.0,0.0,5.06
MaqCorre,159.txt,100,50,65,122.0,1.876923,0.343,69.0,0.0,0.0,1.5
MaqCorre,160.txt,100,50,55,103.0,1.872727,0.313,58.0,0.0,0.0,4.39
MaqCorre,211.txt,200,10,508,553.0,1.088583,0.22,515.0,1.0,1.0,300.0
MaqCorre,212.txt,200,10,464,519.0,1.118534,0.224,473.0,0.0,0.0,10.03
MaqCorre,213.txt,200,10,811,863.0,1.064118,0.273,822.0,1.0,1.0,300.0
MaqCorre,214.txt,200,10,777,868.0,1.117117,0.238,785.0,0.0,0.0,3225.13
MaqCorre,215.txt,200,10,583,615.0,1.054889,0.196,587.0,0.0,0.0,4298.13
MaqCorre,216.txt,200,10,1126,1427.0,1.267318,0.298,1138.0,0.0,0.0,11.64
MaqCorre,217.txt,200,10,571,655.0,1.14711,0.223,578.0,1.0,2.0,300.0
MaqCorre,218.txt,200,10,823,966.0,1.173755,0.224,830.0,1.0,1.0,300.0
MaqCorre,219.txt,200,10,528,561.0,1.0625,0.226,535.0,1.0,5.0,300.0
MaqCorre,220.txt,200,10,648,684.0,1.055556,0.181,654.0,1.0,2.0,300.0
MaqCorre,221.txt,200,20,402,489.0,1.216418,0.461,422.0,0.0,0.0,19.28
MaqCorre,222.txt,200,20,414,551.0,1.330918,0.491,428.0,1.0,3.0,300.0
MaqCorre,223.txt,200,20,172,238.0,1.383721,0.434,178.0,0.0,0.0,32.91
MaqCorre,224.txt,200,20,362,429.0,1.185083,0.464,378.0,1.0,2.0,300.0
MaqCorre,225.txt,200,20,339,385.0,1.135693,0.344,352.0,1.0,4.0,300.0
MaqCorre,226.txt,200,20,341,405.0,1.187683,0.503,355.0,1.0,2.0,300.0
MaqCorre,227.txt,200,20,293,347.0,1.1843,0.554,305.0,1.0,2.0,300.0
MaqCorre,228.txt,200,20,360,419.0,1.163889,0.415,376.0,0.0,0.0,14.99
MaqCorre,229.txt,200,20,367,417.0,1.13624,0.425,387.0,1.0,5.0,300.0
MaqCorre,230.txt,200,20,352,403.0,1.144886,0.409,363.0,0.0,0.0,30.25
MaqCorre,231.txt,200,30,223,296.0,1.327354,0.831,240.0,1.0,2.0,300.0
MaqCorre,232.txt,200,30,149,221.0,1.483221,0.815,160.0,1.0,2.0,300.0
MaqCorre,233.txt,200,30,200,263.0,1.315,0.726,213.0,0.0,0.0,17.08
MaqCorre,234.txt,200,30,196,265.0,1.352041,0.712,209.0,1.0,3.0,300.0
MaqCorre,235.txt,200,30,259,307.0,1.185328,0.773,279.0,0.0,0.0,41.09
MaqCorre,236.txt,200,30,186,277.0,1.489247,0.766,195.0,0.0,0.0,4248.7
MaqCorre,237.txt,200,30,331,487.0,1.471299,0.841,348.0,0.0,0.0,25.67
MaqCorre,238.txt,200,30,148,221.0,1.493243,0.72,159.0,0.0,0.0,30.7
MaqCorre,239.txt,200,30,151,199.0,1.317881,0.878,160.0,1.0,1.0,300.0
MaqCorre,240.txt,200,30,233,279.0,1.197425,0.875,246.0,1.0,2.0,300.0
MaqCorre,241.txt,200,40,118,184.0,1.559322,1.259,129.0,0.0,0.0,43.83
MaqCorre,242.txt,200,40,161,214.0,1.329193,1.161,176.0,0.0,0.0,64.63
MaqCorre,243.txt,200,40,137,207.0,1.510949,1.244,150.0,0.0,0.0,45.58
MaqCorre,244.txt,200,40,115,168.0,1.46087,1.618,125.0,0.0,0.0,28.92
MaqCorre,245.txt,200,40,144,192.0,1.333333,0.909,158.0,1.0,1.0,300.0
MaqCorre,246.txt,200,40,154,203.0,1.318182,1.007,170.0,0.0,0.0,48.56
MaqCorre,247.txt,200,40,185,238.0,1.286486,1.089,199.0,0.0,0.0,67.88
MaqCorre,248.txt,200,40,127,202.0,1.590551,1.171,141.0,1.0,2.0,300.0
MaqCorre,249.txt,200,40,138,197.0,1.427536,1.388,153.0,1.0,2.0,300.0
MaqCorre,250.txt,200,40,143,201.0,1.405594,1.114,157.0,0.0,0.0,88.64
MaqCorre,251.txt,200,50,131,192.0,1.465649,1.619,148.0,0.0,0.0,109.5
MaqCorre,252.txt,200,50,110,197.0,1.790909,1.756,124.0,0.0,0.0,101.92
MaqCorre,253.txt,200,50,146,204.0,1.39726,1.478,164.0,0.0,0.0,125.91
MaqCorre,254.txt,200,50,70,108.0,1.542857,0.804,75.0,1.0,1.0,300.0
MaqCorre,255.txt,200,50,112,193.0,1.723214,1.843,124.0,1.0,1.0,300.0
MaqCorre,256.txt,200,50,104,184.0,1.769231,1.447,119.0,0.0,0.0,27.19
MaqCorre,257.txt,200,50,105,201.0,1.914286,1.579,120.0,0.0,0.0,64.81
MaqCorre,258.txt,200,50,105,187.0,1.780952,1.705,116.0,0.0,0.0,49.23
MaqCorre,259.txt,200,50,128,204.0,1.59375,1.644,144.0,1.0,2.0,300.0
MaqCorre,260.txt,200,50,97,191.0,1.969072,1.485,102.0,0.0,0.0,83.09
MaqCorre,511.txt,500,10,1274,1319.0,1.035322,0.959,1279.0,1.0,3.0,300.0
MaqCorre,512.txt,500,10,2606,2741.0,1.051804,1.233,2610.0,1.0,3.0,300.0
MaqCorre,513.txt,500,10,1911,1982.0,1.037153,0.788,1912.0,0.0,0.0,53.81
MaqCorre,514.txt,500,10,1251,1286.0,1.027978,0.966,1255.0,1.0,1.0,300.0
MaqCorre,515.txt,500,10,2295,2329.0,1.014815,1.091,2298.0,1.0,2.0,300.0
MaqCorre,516.txt,500,10,2113,2164.0,1.024136,0.961,2116.0,1.0,2.0,300.0
MaqCorre,517.txt,500,10,2372,2422.0,1.021079,0.988,2374.0,0.0,0.0,231.58
MaqCorre,518.txt,500,10,2600,2640.0,1.015385,1.47,2603.0,1.0,2.0,300.0
MaqCorre,519.txt,500,10,1142,1247.0,1.091944,0.877,1146.0,1.0,2.0,300.0
MaqCorre,520.txt,500,10,1245,1312.0,1.053815,0.931,1248.0,1.0,2.0,300.0
MaqCorre,521.txt,500,20,653,700.0,1.071975,1.917,661.0,1.0,3.0,300.0
MaqCorre,522.txt,500,20,722,828.0,1.146814,2.338,734.0,1.0,3.0,300.0
MaqCorre,523.txt,500,20,817,875.0,1.070991,2.306,829.0,1.0,3.0,300.0
MaqCorre,524.txt,500,20,602,701.0,1.164452,2.018,611.0,1.0,1.0,300.0
MaqCorre,525.txt,500,20,1129,1272.0,1.126661,2.271,1140.0,1.0,3.0,300.0
MaqCorre,526.txt,500,20,1258,1578.0,1.254372,2.693,1275.0,1.0,11.0,300.0
MaqCorre,527.txt,500,20,877,931.0,1.061574,2.003,882.0,1.0,1.0,300.0
MaqCorre,528.txt,500,20,1132,1210.0,1.068905,2.499,1150.0,1.0,9.0,300.0
MaqCorre,529.txt,500,20,447,506.0,1.131991,2.144,454.0,1.0,2.0,300.0
MaqCorre,530.txt,500,20,431,495.0,1.148492,2.207,436.0,0.0,0.0,155.0
MaqCorre,531.txt,500,30,407,464.0,1.140049,3.52,418.0,1.0,3.0,300.0
MaqCorre,532.txt,500,30,521,601.0,1.153551,3.989,534.0,0.0,0.0,130.48
MaqCorre,533.txt,500,30,473,525.0,1.109937,3.662,486.0,1.0,2.0,300.0
MaqCorre,534.txt,500,30,417,482.0,1.155875,3.434,429.0,0.0,0.0,768.67
MaqCorre,535.txt,500,30,422,500.0,1.184834,3.791,434.0,1.0,2.0,300.0
MaqCorre,536.txt,500,30,357,413.0,1.156863,3.562,366.0,1.0,2.0,300.0
MaqCorre,537.txt,500,30,518,583.0,1.125483,3.137,528.0,1.0,2.0,300.0
MaqCorre,538.txt,500,30,625,697.0,1.1152,3.697,642.0,0.0,0.0,211.23
MaqCorre,539.txt,500,30,449,516.0,1.14922,3.611,462.0,1.0,4.0,300.0
MaqCorre,540.txt,500,30,624,677.0,1.084936,3.536,638.0,1.0,4.0,300.0
MaqCorre,541.txt,500,40,297,372.0,1.252525,5.195,308.0,1.0,3.0,300.0
MaqCorre,542.txt,500,40,306,368.0,1.202614,5.13,316.0,1.0,1.0,300.0
MaqCorre,543.txt,500,40,357,436.0,1.221289,5.228,370.0,1.0,2.0,300.0
MaqCorre,544.txt,500,40,301,387.0,1.285714,4.361,312.0,1.0,3.0,300.0
MaqCorre,545.txt,500,40,293,376.0,1.283276,4.259,306.0,1.0,2.0,300.0
MaqCorre,546.txt,500,40,381,459.0,1.204724,4.934,394.0,0.0,0.0,2412.98
MaqCorre,547.txt,500,40,409,503.0,1.229829,5.068,424.0,1.0,2.0,300.0
MaqCorre,548.txt,500,40,312,396.0,1.269231,4.683,325.0,1.0,2.0,300.0
MaqCorre,549.txt,500,40,439,526.0,1.198178,5.319,460.0,1.0,3.0,300.0
MaqCorre,550.txt,500,40,342,410.0,1.19883,5.299,355.0,1.0,2.0,300.0
MaqCorre,551.txt,500,50,173,248.0,1.433526,4.643,180.0,0.0,0.0,2036.47
MaqCorre,552.txt,500,50,281,348.0,1.238434,6.735,294.0,1.0,2.0,300.0
MaqCorre,553.txt,500,50,267,336.0,1.258427,6.897,281.0,0.0,0.0,121.83
MaqCorre,554.txt,500,50,234,302.0,1.290598,6.751,245.0,0.0,0.0,93.88
MaqCorre,555.txt,500,50,307,402.0,1.309446,7.172,320.0,1.0,1.0,300.0
MaqCorre,556.txt,500,50,181,247.0,1.364641,4.573,192.0,0.0,0.0,307.52
MaqCorre,557.txt,500,50,329,387.0,1.176292,7.204,347.0,1.0,1.0,300.0
MaqCorre,558.txt,500,50,281,368.0,1.309609,6.63,295.0,0.0,0.0,437.14
MaqCorre,559.txt,500,50,225,294.0,1.306667,6.697,237.0,1.0,2.0,300.0
MaqCorre,560.txt,500,50,240,308.0,1.283333,6.121,252.0,1.0,2.0,300.0
